aid,inst.cntcpu.max,cpu.avg.cpu.min,cpu.stdev,mem.max,mem.avg.mem.min,mem.stedv,disk,p,m,pm
app_1,1,0.7,0.5,0.5,0.1,8.0,8.0,8.0,0.0,60,0,0,0
app_2,1,0.5,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_3,4,0.5,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_4,2,0.5,0.5,0.5,0.0,8.0,4.0,1.0,2.9,60,0,0,0
app_5,18,1.3,0.7,0.5,0.3,8.0,8.0,8.0,0.0,60,0,0,0
app_6,1,0.5,0.5,0.5,0.0,6.9,6.5,6.0,0.3,60,0,0,0
app_7,1,0.5,0.5,0.5,0.0,8.0,3.4,1.0,2.6,60,0,0,0
app_8,4,0.5,0.5,0.5,0.0,8.0,6.4,1.0,2.4,60,0,0,0
app_9,1,0.5,0.5,0.5,0.0,1.2,1.0,1.0,0.0,60,0,0,0
app_10,1,4.0,4.0,4.0,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_11,1,0.5,0.5,0.5,0.0,5.6,4.6,3.8,0.5,60,0,0,0
app_12,2,0.5,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_13,8,1.9,1.2,0.5,0.5,1.4,1.3,1.2,0.1,60,0,0,0
app_14,3,0.6,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_15,2,0.5,0.5,0.5,0.0,1.5,1.3,1.2,0.1,60,0,0,0
app_16,2,0.5,0.5,0.5,0.0,8.0,7.7,6.8,0.3,60,0,0,0
app_17,2,0.5,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_18,6,0.5,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_19,5,0.6,0.5,0.5,0.0,4.6,1.3,1.0,0.7,60,0,0,0
app_20,4,6.0,2.2,0.5,2.0,8.0,8.0,8.0,0.0,60,0,0,0
app_21,4,0.5,0.5,0.5,0.0,6.7,3.5,1.1,1.8,60,0,0,0
app_22,78,9.8,4.2,1.3,1.9,16.0,16.0,16.0,0.0,60,1,0,1
app_23,2,0.7,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_24,2,1.0,0.8,0.5,0.2,8.0,6.4,3.5,1.6,60,0,0,0
app_25,2,2.0,0.7,0.5,0.4,1.9,1.3,1.1,0.1,60,0,0,0
app_26,4,0.5,0.5,0.5,0.0,16.0,7.1,1.0,5.5,40,0,0,0
app_27,21,2.7,1.2,0.5,0.7,8.0,8.0,8.0,0.0,60,0,0,0
app_28,10,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,60,0,0,0
app_29,2,0.5,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_30,4,1.2,0.7,0.5,0.2,3.1,1.6,1.2,0.5,1024,0,0,0
app_31,1,0.5,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_32,2,0.5,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_33,1,0.5,0.5,0.5,0.0,8.0,7.8,7.5,0.2,60,0,0,0
app_34,12,0.6,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_35,2,0.5,0.5,0.5,0.0,8.0,8.0,7.9,0.0,60,0,0,0
app_36,1,4.0,4.0,4.0,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_37,2,0.8,0.5,0.5,0.1,8.0,8.0,8.0,0.0,60,0,0,0
app_38,5,0.8,0.5,0.5,0.1,8.0,8.0,8.0,0.0,60,0,0,0
app_39,2,0.7,0.6,0.5,0.1,8.0,8.0,8.0,0.0,80,0,0,0
app_40,3,5.4,1.7,0.5,1.6,8.0,8.0,8.0,0.0,60,0,0,0
app_41,2,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,60,0,0,0
app_42,1,0.8,0.5,0.5,0.1,16.0,16.0,16.0,0.0,200,0,0,0
app_43,2,0.5,0.5,0.5,0.0,8.0,7.5,6.6,0.4,60,0,0,0
app_44,2,0.5,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_45,1,0.5,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_46,2,0.5,0.5,0.5,0.0,3.1,1.9,1.0,0.8,60,0,0,0
app_47,1,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.0,60,0,0,0
app_48,17,2.4,1.2,0.5,0.5,8.0,8.0,8.0,0.0,60,0,0,0
app_49,4,0.5,0.5,0.5,0.0,8.0,7.2,1.0,1.8,60,0,0,0
app_50,8,2.1,0.9,0.6,0.3,8.0,8.0,8.0,0.0,60,0,0,0
app_51,2,0.5,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
app_52,22,1.4,0.6,0.5,0.2,8.0,8.0,8.0,0.0,60,0,0,0
app_53,6,0.6,0.5,0.5,0.0,8.0,7.9,6.6,0.3,60,0,0,0
app_54,3,0.7,0.5,0.5,0.0,8.0,8.0,8.0,0.0,60,0,0,0
